s,d,s_d,d_d
0.6680003048315805,0.0,3.3531473860691965,0.0
1.3399515290607151,0.0,3.372784770296441,0.0
2.01581844501102,0.0,3.392247061248683,0.0
2.695566139107477,0.0,3.4115358201142447,0.0
3.379160009075807,0.0,3.4306525941613892,0.0
4.0665657611668085,0.0,3.449598916862435,0.0
4.757749407405452,0.0,3.4683763080167633,0.0
5.452677262864495,0.0,3.4869862738727337,0.0
6.151315942962411,0.0,3.5054303072485062,0.0
6.853632360785411,0.0,3.5237098876517927,0.0
7.559593724433339,0.0,3.541826481398534,0.0
8.269167534389236,0.0,3.5597815417305236,0.0
8.982321580912362,0.0,3.5775765089319815,0.0
9.699023941454449,0.0,3.595212810445086,0.0
10.419242978099003,0.0,3.6126918609844796,0.0
11.142947335023438,0.0,3.6300150626507515,0.0
11.87010593598383,0.0,3.647183805042907,0.0
12.600687981822109,0.0,3.6641994653698373,0.0
13.334662947995467,0.0,3.6810634085607936,0.0
14.072000582127805,0.0,3.697776987374876,0.0
14.812670901582997,0.0,3.714341542509546,0.0
15.556644191059814,0.0,3.730758402708173,0.0
16.303891000208267,0.0,3.7470288848666202,0.0
17.054382141267226,0.0,3.763154294138881,0.0
17.808088686723078,0.0,3.779135924041773,0.0
18.5649819669893,0.0,3.7949750565587,0.0
19.32503356810668,0.0,3.8106729622424855,0.0
20.088215329464056,0.0,3.8262309003172934,0.0
20.8544993415394,0.0,3.8416501187796377,0.0
21.623857943661022,0.0,3.85693185449849,0.0
22.39626372178872,0.0,3.8720773333144995,0.0
23.171689506314763,0.0,3.887087770138322,0.0
23.95010836988443,0.0,3.901964369048078,0.0
24.731493625236013,0.0,3.916708323385936,0.0
25.51581882306008,0.0,3.931320815853841,0.0
26.303057749877787,0.0,3.945803018608383,0.0
27.09318442593817,0.0,3.9601560933548257,0.0
27.886173103134116,0.0,3.974381191440292,0.0
28.68199826293699,0.0,3.9884794539461206,0.0
29.480634614349608,0.0,4.0024520117794005,0.0
30.282057091877505,0.0,4.016299985763688,0.0
31.086240853518284,0.0,4.03002448672891,0.0
31.893161278768883,0.0,4.043626615600478,0.0
32.70279396665062,0.0,4.057107463487594,0.0
33.51511473375181,0.0,4.070468111770779,0.0
34.33009961228794,0.0,4.083709632188613,0.0
35.14772484817899,0.0,4.096833086923709,0.0
35.96796689914402,0.0,4.109839528687917,0.0
36.79080243281267,0.0,4.122730000806763,0.0
37.616208324853595,0.0,4.1355055373031515,0.0
38.444161657119416,0.0,4.148167162980299,0.0
39.27463971580842,0.0,4.160715893503947,0.0
40.10761998964247,0.0,4.173152735483831,0.0
40.9430801680613,0.0,4.18547868655443,0.0
41.7809981394328,0.0,4.197694735454989,0.0
42.621351989279354,0.0,4.209801862108835,0.0
43.46411999851989,0.0,4.221801037701981,0.0
44.309280641727725,0.0,4.233693224761033,0.0
45.15681258540383,0.0,4.245479377230394,0.0
46.00669468626557,0.0,4.257160440548795,0.0
46.85890598955066,0.0,4.2687373517251235,0.0
47.71342572733625,0.0,4.280211039413598,0.0
48.57032456801019,0.0,4.292930738434758,0.0
49.42975880482731,0.0,4.3055235770341715,0.0
50.29170315091379,0.0,4.317990820459277,0.0
51.15613257159547,0.0,4.33033372133852,0.0
52.0230222818825,0.0,4.342553519807201,0.0
52.89234774397908,0.0,4.354651443632089,0.0
53.76408466481813,0.0,4.3666287083347655,0.0
54.6382089936204,0.0,4.378486517313764,0.0
55.51469691947807,0.0,4.390226061965474,0.0
56.393524868962324,0.0,4.401848521803844,0.0
57.27466950375488,0.0,4.413355064578896,0.0
58.15810771830311,0.0,4.424746846394051,0.0
59.043912924251444,0.0,4.437446358264516,0.0
59.9322484211269,0.0,4.450003248663781,0.0
60.82308579257629,0.0,4.462419119297819,0.0
61.71639694137541,0.0,4.474695553884699,0.0
62.61215408584502,0.0,4.486834118356588,0.0
63.510329756307186,0.0,4.498836361059506,0.0
64.41089679158132,0.0,4.510703812950819,0.0
65.31382833551966,0.0,4.522437987794524,0.0
66.2190978335815,0.0,4.534040382354341,0.0
67.12667902944614,0.0,4.545512476584628,0.0
68.03654596166365,0.0,4.556855733819164,0.0
68.94877525049652,0.0,4.569579909325731,0.0
69.8635384410651,0.0,4.58214196941103,0.0
70.7808032495843,0.0,4.594543979545612,0.0
71.70053780358836,0.0,4.606787978884404,0.0
72.62271063669039,0.0,4.618875980601993,0.0
73.54729068340853,0.0,4.630809972223624,0.0
74.47424727405819,0.0,4.642591915952001,0.0
75.40355012970927,0.0,4.654223748989913,0.0
76.33516935720772,0.0,4.6657073838587495,0.0
77.26907544426034,0.0,4.677044708712961,0.0
78.20523925458244,0.0,4.6882375876505105,0.0
79.14363202310719,0.0,4.699287861019374,0.0
80.08422535125601,0.0,4.710197345720131,0.0
81.02699120226922,0.0,4.7209678355047,0.0
81.97190189659628,0.0,4.7316011012712735,0.0
82.91893010734458,0.0,4.742098891355488,0.0
83.8680488557864,0.0,4.752462931817888,0.0
84.81923150692296,0.0,4.762694926727731,0.0
85.77245176510513,0.0,4.772796558443166,0.0
86.72768366970979,0.0,4.782769487887857,0.0
87.68490159087143,0.0,4.7926153548240675,0.0
88.64408022526798,0.0,4.802335778122276,0.0
89.60519459196045,0.0,4.811932356027352,0.0
90.56822002828552,0.0,4.821406666421341,0.0
91.53313218580045,0.0,4.830760267082903,0.0
92.49990702627973,0.0,4.839994695943443,0.0
93.4685208177626,0.0,4.849111471339983,0.0
94.43895013065111,0.0,4.858112092264803,0.0
95.41117183385771,0.0,4.866998038611914,0.0
96.38516309100206,0.0,4.875770771420382,0.0
97.36090135665619,0.0,4.884431733114549,0.0
98.33836437263763,0.0,4.892982347741205,0.0
99.31753016434962,0.0,4.901424021203728,0.0
100.29837703716802,0.0,4.909758141493247,0.0
101.2808835728743,0.0,4.917986078916855,0.0
102.2650286261339,0.0,4.926109186322918,0.0
103.25079132101946,0.0,4.934128799323512,0.0
104.2381510475784,0.0,4.942046236514023,0.0
105.22708745844423,0.0,4.94986279968996,0.0
106.21758046549098,0.0,4.957579774060988,0.0
107.20961023653025,0.0,4.965198428462252,0.0
108.20315719205043,0.0,4.972720015562997,0.0
109.19820200199739,0.0,4.9801457720725315,0.0
110.19472558259622,0.0,4.987476918943575,0.0
111.19270909321344,0.0,4.994714661573002,0.0
112.19213393325917,0.0,5.0018601900000395,0.0
113.19298173912884,0.0,5.008914679101932,0.0
114.19523438118381,0.0,5.015879288787119,0.0
115.19887396077046,0.0,5.022755164185947,0.0
116.20388280727727,0.0,5.029543435838952,0.0
117.2102434752294,0.0,5.0362452198827485,0.0
118.21793874142031,0.0,5.042861618233543,0.0
119.22695160207982,0.0,5.049393718768313,0.0
120.23726527007842,0.0,5.055842595503676,0.0
121.24886317216705,0.0,5.062209308772485,0.0
122.26172894625212,0.0,5.068494905398166,0.0
123.27584643870522,0.0,5.074700418866838,0.0
124.29119970170714,0.0,5.080826869497243,0.0
125.30777299062572,0.0,5.086875264608505,0.0
126.32555076142705,0.0,5.092846598685756,0.0
127.34451766811974,0.0,5.098741853543652,0.0
128.36465856023167,0.0,5.104561998487804,0.0
129.385958480319,0.0,5.110307990474149,0.0
130.4084026615068,0.0,5.115980774266297,0.0
131.431976525061,0.0,5.121581282590871,0.0
132.4566656779915,0.0,5.127110436290865,0.0
133.48245591068547,0.0,5.132569144477053,0.0
134.50933319457116,0.0,5.13795830467746,0.0
135.5372836798111,0.0,5.143278802984944,0.0
136.56629369302513,0.0,5.1485315142028805,0.0
137.59634973504197,0.0,5.153717301989003,0.0
138.62743847867984,0.0,5.158837018997406,0.0
139.65954676655517,0.0,5.1638915070187394,0.0
140.6926616089191,0.0,5.168881597118616,0.0
141.72677018152197,0.0,5.1738081097742565,0.0
142.76185982350432,0.0,5.178671855009396,0.0
143.79791803531555,0.0,5.183473632527465,0.0
144.8349324766586,0.0,5.188214231843082,0.0
145.87289096446094,0.0,5.1928944324118635,0.0
146.91178147087135,0.0,5.197515003758583,0.0
147.9515921212824,0.0,5.2020767056037,0.0
148.9923111923779,0.0,5.206580287988272,0.0
150.03392711020547,0.0,5.211026491397277,0.0
151.07642844827336,0.0,5.2154160468813675,0.0
152.11980392567193,0.0,5.219749676177068,0.0
153.16404240521854,0.0,5.2240280918254465,0.0
154.20913289162655,0.0,5.228251997289267,0.0
155.25506452969745,0.0,5.2324220870686595,0.0
156.30182660253595,0.0,5.236539046815308,0.0
157.34940852978798,0.0,5.240603553445184,0.0
158.39779986590105,0.0,5.24461627524985,0.0
159.4469902984067,0.0,5.248577872006337,0.0
160.49696964622493,0.0,5.25248899508563,0.0
161.5477278579903,0.0,5.256350287559766,0.0
162.5992550103992,0.0,5.260162384307564,0.0
163.6515413065782,0.0,5.263925912119019,0.0
164.7045770744734,0.0,5.267641489798359,0.0
165.75835276525996,0.0,5.271309728265783,0.0
166.81285895177214,0.0,5.27493123065792,0.0
167.86808632695326,0.0,5.278506592426986,0.0
168.9240257023255,0.0,5.282036401438698,0.0
169.980668006479,0.0,5.285521238068928,0.0
171.0380042835804,0.0,5.288961675299128,0.0
172.09602569190028,0.0,5.292358278810544,0.0
173.15472350235945,0.0,5.29571160707722,0.0
174.21408909709356,0.0,5.299022211457833,0.0
175.27411396803637,0.0,5.302290636286338,0.0
176.3347897155206,0.0,5.305517418961472,0.0
177.39610804689693,0.0,5.308703090035115,0.0
178.45806077517062,0.0,5.3118481732995235,0.0
179.52063981765528,0.0,5.314953185873452,0.0
180.5838371946439,0.0,5.318018638287179,0.0
181.64764502809692,0.0,5.321045034566451,0.0
182.71205554034677,0.0,5.324032872315349,0.0
183.77706105281914,0.0,5.326982642798113,0.0
184.84265398477046,0.0,5.329894831019911,0.0
185.90882685204144,0.0,5.332769915806587,0.0
186.97557226582657,0.0,5.3356083698833885,0.0
188.0428829314591,0.0,5.338410659952694,0.0
189.1107516472118,0.0,5.341177246770745,0.0
190.17917130311275,0.0,5.343908585223411,0.0
191.2481348797764,0.0,5.346605124400976,0.0
192.3176354472493,0.0,5.349267307671983,0.0
193.38766616387076,0.0,5.3518955727561295,0.0
194.45822027514794,0.0,5.35449035179624,0.0
195.5292911126452,0.0,5.3570520714293215,0.0
196.60087209288778,0.0,5.359581152856707,0.0
197.6729567162792,0.0,5.362078011913315,0.0
198.7455385660327,0.0,5.364543059136016,0.0
199.8186113071161,0.0,5.36697669983114,0.0
200.8921686852102,0.0,5.36937933414111,0.0
201.96620452568052,0.0,5.3717513571102415,0.0
203.04071273256199,0.0,5.374093158749693,0.0
204.1156872875566,0.0,5.3764051241015895,0.0
205.19112224904396,0.0,5.378687633302336,0.0
206.2670117511043,0.0,5.380941061645118,0.0
207.343350002554,0.0,5.383165779641606,0.0
208.42013128599348,0.0,5.38536215308288,0.0
209.497349956867,0.0,5.38753054309957,0.0
210.57500044253464,0.0,5.389671306221231,0.0
211.6530772413561,0.0,5.391784794434972,0.0
212.73157492178598,0.0,5.3938713552433235,0.0
213.81048812148083,0.0,5.395931331721376,0.0
214.8898115464174,0.0,5.397965062573189,0.0
215.9695399700223,0.0,5.399972882187483,0.0
217.04966823231246,0.0,5.401955120692618,0.0
218.13019123904687,0.0,5.403912104010872,0.0
219.2111039608889,0.0,5.405844153912034,0.0
220.2924014325794,0.0,5.407751588066307,0.0
221.37407875212028,0.0,5.409634720096541,0.0
222.45613107996857,0.0,5.411493859629797,0.0
223.53855363824064,0.0,5.413329312348258,0.0
224.62134170992667,0.0,5.4151413800394925,0.0
225.704490638115,0.0,5.4169303606460675,0.0
226.7879958252265,0.0,5.418696548314544,0.0
227.8718527322586,0.0,5.420440233443837,0.0
228.95605687803894,0.0,5.422161702732964,0.0
230.0406038384887,0.0,5.423861239228185,0.0
231.12548924589504,0.0,5.425539122369541,0.0
232.21070878819302,0.0,5.4271956280368,0.0
233.29625820825663,0.0,5.428831028594817,0.0
234.38213330319877,0.0,5.430445592938317,0.0
235.46832992368024,0.0,5.432039586536106,0.0
236.5548439732275,0.0,5.433613271474725,0.0
237.6416714075591,0.0,5.435166906501532,0.0
238.72880823392083,0.0,5.436700747067257,0.0
239.81625051042897,0.0,5.438215045367997,0.0
240.9039943454224,0.0,5.439710050386683,0.0
241.9920358968227,0.0,5.441186007934021,0.0
243.08037137150225,0.0,5.4426431606889025,0.0
244.1689970246608,0.0,5.444081748238315,0.0
245.25790915920953,0.0,5.445502007116727,0.0
246.34710412516338,0.0,5.446904170844984,0.0
247.43657831904073,0.0,5.448288469968704,0.0
248.52632818327098,0.0,5.449655132096181,0.0
249.61635020560965,0.0,5.451004381935811,0.0
250.70664091856082,0.0,5.452336441333041,0.0
251.79719689880704,0.0,5.453651529306839,0.0
252.8880147666465,0.0,5.454949862085711,0.0
253.97909118543728,0.0,5.456231653143253,0.0
255.07042286104874,0.0,5.457497113233247,0.0
256.1620065413199,0.0,5.458746450424316,0.0
257.2538390155247,0.0,5.459979870134137,0.0
258.34591711384417,0.0,5.46119757516321,0.0
259.43823770684514,0.0,5.462399765728208,0.0
260.5307977049658,0.0,5.463586639494897,0.0
261.6235940580074,0.0,5.464758391610633,0.0
262.7166237546334,0.0,5.465915214736449,0.0
263.8098838218736,0.0,5.4670572990787365,0.0
264.90337132463566,0.0,5.468184832420515,0.0
265.9970833652226,0.0,5.4692980001523095,0.0
267.0910170828562,0.0,5.470396985302632,0.0
268.1851696532067,0.0,5.471481968568077,0.0
269.27953828792835,0.0,5.472553128343028,0.0
270.37412023420103,0.0,5.473610640748995,0.0
271.4689127742776,0.0,5.474654679663567,0.0
272.563913225037,0.0,5.475685416749006,0.0
273.65911893754316,0.0,5.476703021480467,0.0
274.7545272966093,0.0,5.477707661173868,0.0
275.85013572036814,0.0,5.478699501013398,0.0
276.9459416598473,0.0,5.479678704078675,0.0
278.0419425985502,0.0,5.480645431371565,0.0
279.1381360520423,0.0,5.48159984184265,0.0
280.2345195675425,0.0,5.482542092417362,0.0
281.3310907235202,0.0,5.48347233802179,0.0
282.4278471292967,0.0,5.484390731608146,0.0
283.52478642465223,0.0,5.485297424179921,0.0
284.6219062794381,0.0,5.486192564816707,0.0
285.7192043931935,0.0,5.487076300698713,0.0
286.816678494767,0.0,5.487948777130963,0.0
287.9143263419436,0.0,5.488810137567188,0.0
289.01214572107546,0.0,5.48966052363341,0.0
290.1101344467184,0.0,5.490500075151233,0.0
291.2082903612726,0.0,5.491328930160829,0.0
292.30661133462735,0.0,5.492147224943635,0.0
293.40509526381123,0.0,5.492955094044765,0.0
294.5037400726464,0.0,5.493752670295125,0.0
295.60254371140684,0.0,5.4945400848332575,0.0
296.7015041564817,0.0,5.495317467126904,0.0
297.8006194100423,0.0,5.4960849449942915,0.0
298.899887499714,0.0,5.496842644625146,0.0
299.9993064782514,0.0,5.497590690601444,0.0
301.09887442321866,0.0,5.498329205917897,0.0
302.19858943667305,0.0,5.49905831200217,0.0
303.2984496448531,0.0,5.4997781287348495,0.0
304.3984531978706,0.0,5.500488774469157,0.0
305.498598269406,0.0,5.501190366050406,0.0
306.59888305640857,0.0,5.501883018835212,0.0
307.6993057787998,0.0,5.502566846710463,0.0
308.7998646791806,0.0,5.503241962112045,0.0
309.90055802254255,0.0,5.503908476043325,0.0
311.0013840959825,0.0,5.504566498093407,0.0
312.1023412084209,0.0,5.505216136455147,0.0
313.2034276903239,0.0,5.505857497942944,0.0
314.3046418934287,0.0,5.506490688010305,0.0
315.4059821904725,0.0,5.507115810767178,0.0
316.50744697492513,0.0,5.5077329689970735,0.0
317.60903466072483,0.0,5.508342264173967,0.0
318.71074368201744,0.0,5.508943796478977,0.0
319.8125724928988,0.0,5.5095376648168415,0.0
320.9145195671609,0.0,5.51012396683218,0.0
322.01658339804055,0.0,5.510702798925545,0.0
323.1187624979721,0.0,5.511274256269275,0.0
324.2210553983424,0.0,5.511838432823145,0.0
325.3234606492495,0.0,5.51239542134981,0.0
326.42597681926446,0.0,5.512945313430062,0.0
327.52860249519557,0.0,5.513488199477883,0.0
328.6313362818563,0.0,5.514024168755316,0.0
329.734176801836,0.0,5.514553309387142,0.0
330.8371226952731,0.0,5.515075708375361,0.0
331.94017261963165,0.0,5.515591451613509,0.0
333.04332524948074,0.0,5.516100623900771,0.0
334.14657927627627,0.0,5.516603308955928,0.0
335.24993340814603,0.0,5.517099589431123,0.0
336.35338636967725,0.0,5.51758954692545,0.0
337.4569369017068,0.0,5.518073261998367,0.0
338.5605837611143,0.0,5.518550814182948,0.0
339.6643257206175,0.0,5.5190222819989545,0.0
340.7681615685709,0.0,5.51948774296575,0.0
341.872090108766,0.0,5.519947273615042,0.0
342.976110160235,0.0,5.520400949503469,0.0
344.08022055705646,0.0,5.5208488452250215,0.0
345.1844201481637,0.0,5.521291034423307,0.0
346.28870779715544,0.0,5.521727589803658,0.0
347.39308238210896,0.0,5.52215858314509,0.0
348.49754279539576,0.0,5.522584085312097,0.0
349.60208794349927,0.0,5.52300416626631,0.0
350.7067167468352,0.0,5.523418895077995,0.0
351.8114281395739,0.0,5.523828339937412,0.0
352.9162210694651,0.0,5.5242325681660285,0.0
354.0210944976653,0.0,5.524631646227584,0.0
355.12604739856624,0.0,5.525025639739022,0.0
356.2310787596269,0.0,5.525414613481278,0.0
357.33618758120673,0.0,5.525798631409928,0.0
358.4413728764014,0.0,5.526177756665709,0.0
359.5466336708802,0.0,5.526552051584898,0.0
360.65196900272656,0.0,5.526921577709561,0.0
361.7573779222791,0.0,5.527286395797673,0.0
362.8628594919759,0.0,5.527646565833106,0.0
363.96841278620036,0.0,5.5280021470354965,0.0
365.07403689112886,0.0,5.528353197869974,0.0
366.17973090458054,0.0,5.528699776056783,0.0
367.28549393586906,0.0,5.529041938580767,0.0
368.39132510565605,0.0,5.529379741700742,0.0
369.4972235458066,0.0,5.529713240958745,0.0
370.60318839924645,0.0,5.530042491189164,0.0
371.70921881982105,0.0,5.530367546527758,0.0
372.81531397215656,0.0,5.530688460420556,0.0
373.92147303152245,0.0,5.531005285632647,0.0
375.02769518369576,0.0,5.53131807425685,0.0
376.1339796248273,0.0,5.531626877722286,0.0
