x_ref,y_ref
0.2989728737152221,0.5973597785624912
0.5996369763294273,1.1982918841103332
0.902042707902803,1.8027314837054131
1.2062429640635304,2.4106128387182393
1.5122931335443732,3.021869302932832
1.8202510951892634,3.6364333209466295
2.1301772144432034,4.254236426858442
2.4421343393386534,4.875209243237584
2.7561826503667777,5.499284056152633
3.0723377511754957,6.126415791053404
3.39059098243061,6.756571841149451
3.710933504041181,7.389720009457241
4.03336806757307,8.025822435041663
4.3579907660973385,8.66479340889318
4.684945719362917,9.306522752580591
5.0143817822305365,9.95089815297014
5.346424655631737,10.59781934941856
5.6810658703006425,11.247254608039222
6.018253788862842,11.899194423860704
6.357935667120426,12.553630114865896
6.700126173829772,13.210517797380534
7.044993990526722,13.869732856219642
7.392733083065894,14.53113761752612
7.7435365599144,15.19459494847025
8.097514071241024,15.860009708233603
8.454709783675925,16.527319725642176
8.815167017505303,17.196463358212327
9.178946904376964,17.867369213760345
9.546158680138673,18.539939315092113
9.916921955964625,19.21407006358072
10.291370412197598,19.88964940069741
10.669789345496781,20.5666128279217
11.052638544880834,21.245087347935623
11.44032914937153,21.925103354572233
11.832811017279099,22.606140513479794
12.229784994083602,23.28747952969552
12.627971567183986,23.971256000401926
13.012943710262624,24.665910980075605
13.373186305962426,25.378496857140885
13.703324907239292,26.11346017836092
14.003711265846318,26.872005014491144
14.28083512952966,27.6514436276445
14.543340921288863,28.447480561729197
14.80040171372264,29.255352616405133
15.061347647212498,30.06973075036183
15.336608132159744,30.884291423478274
15.634949826289912,31.693625728890517
15.962580375621815,32.49365443368603
16.324066583601844,33.28178336816669
16.72194833952819,34.05574820589122
17.15790550220292,34.81343115544128
17.634470502224953,35.55163198046501
18.155121891192042,36.26864501474719
18.72479858702737,36.9590324299517
19.347461549658227,37.61622690881499
20.024404221127824,38.234760404608906
20.756968717001413,38.81317808574719
21.54390649297644,39.34761982917824
22.385958532074174,39.83203638726274
23.278789110934095,40.25660382356135
24.218386241875372,40.61293452836768
25.20828168059372,40.89052273756001
26.23761374512989,41.06583588618792
27.29126436138106,41.114392339495595
28.342797500942698,41.01081817423746
29.35012365175457,40.74085567294201
30.270173270306643,40.316748464149875
31.082328902840416,39.77204520941318
31.788728897071994,39.142016077244335
32.404446177984724,38.45602847736955
32.94907581377158,37.73256307841461
33.43862799938911,36.9822353871295
33.884828676894465,36.21146725621114
34.29668846820689,35.42421506791057
34.68016070276024,34.62323498944313
35.036677325091674,33.8101197507959
35.35821699406085,32.981881238909125
35.635882265705185,32.136482845943185
35.86765209985147,31.275058770680126
36.05585837328917,30.400388758941276
36.20543410516686,29.51556647630059
36.32260182577945,28.623370457478188
36.413946173988975,27.72630675324446
36.4852412963094,26.826135492700352
36.541951569460224,25.923836162720246
36.590258363608264,25.02047414815093
36.63797874497573,24.117869558057354
36.69101118952583,23.217201270916032
36.75277842782029,22.318376443428026
36.82578866458286,21.420597991607607
36.91415995517606,20.52376728483231
37.02167523192388,19.628301706802358
37.149896348537126,18.733800858590286
37.29838903026327,17.839539472774728
37.46720343555601,16.944949299160896
37.65425894941146,16.049255797617615
37.855427708282654,15.151790622632717
38.0656259242284,14.25167623164249
38.279933147376966,13.34790591685625
38.493808852046605,12.439680289116097
38.70279920399265,11.52667285305694
38.90285677998731,10.608836819502665
39.09018600655063,9.686172395995209
39.26170293133915,8.758667125504983
39.415374994574016,7.8264039105755785
39.550183224097566,6.889708123245377
39.665882656826426,5.948995282851126
39.76270123135236,5.004630048494974
39.84134582869737,4.056917571918805
39.90294311070502,3.1061532497355295
39.94891391604374,2.152628385859647
39.9807783006278,1.196601912079107
40.000018261682015,0.2382900407301064
40.00801779047621,-0.7221308248095624
40.00601136664551,-1.684516628265104
39.995015386111795,-2.648748697888731
39.97586412990421,-3.614728980292906
39.9493086279881,-4.5823782756902185
39.91603355464851,-5.551637079553967
39.876516837814826,-6.52245428043742
39.83073958010429,-7.4947617065825325
39.77844671151645,-8.468480500965892
39.719566072452125,-9.443544588567383
39.65439223654839,-10.419913532654132
39.583137634130125,-11.397542014369764
39.50543924033231,-12.376339510837997
39.4206745938084,-13.356194310173214
39.32839190458974,-14.337001949161955
39.228416265581814,-15.318668727577219
39.12054851314655,-16.301093156523752
39.00435757659751,-17.28414059375719
38.879342441834,-18.26766453704262
38.744966484385415,-19.251494796212594
38.600666271563846,-20.23544253552592
38.44588728105261,-21.21930505966398
38.280087504389485,-22.202859287616434
38.10269642869519,-23.185865105174965
37.91306313558042,-24.16804432266175
37.71035668114324,-25.149059554622276
37.49316804651769,-26.128392415620382
37.2600470189408,-27.10547983517233
37.00985704538804,-28.0797454859755
36.741255333235785,-29.050494624641672
36.452164062527615,-30.01672338640961
36.140214421338484,-30.977199989636365
35.80274018075716,-31.93038495099661
35.43655910533358,-32.874286914538935
35.03766015948945,-33.8062292942755
34.6003414559431,-34.72214051204691
34.11863183513311,-35.61692336194425
33.585415626059444,-36.48341580042926
32.99061106953423,-37.31033464135896
32.32317086355286,-38.08137744064044
31.571100972351648,-38.771722227056635
30.726010658099653,-39.34620934280802
29.79093794620947,-39.76057159944859
28.789730304006078,-39.97413819738238
27.76483346792493,-39.97365857307382
26.757307985570815,-39.778348403457194
25.79140866727768,-39.427970018405276
24.87531413184251,-38.959982440830174
24.007682266504485,-38.405354560682284
23.184156468616568,-37.78539733612082
22.39916801077295,-37.115755168647524
21.647715038330166,-36.40721679693384
20.925532204719932,-35.66748004081495
20.228870268584544,-34.90236258848187
19.554301220430762,-34.11640696206805
18.89918287929481,-33.3129451165509
18.26154556465504,-32.49435481577638
17.639380364841813,-31.66276439967916
17.030838488065474,-30.82002901083285
16.43469453069421,-29.967365266887143
15.849902502367808,-29.105792038759557
15.275545643871123,-28.236162520399574
14.710642513657996,-27.359326349519307
14.154020713254184,-26.476177333278844
13.604715470363391,-25.58745723865458
13.06248138510871,-24.693422640042794
12.527109817522494,-23.794293764414064
11.99789302941393,-22.890567809586887
11.473990045030833,-21.982813420930132
10.954901663100697,-21.071377739916127
10.440354007766988,-20.156461806426965
9.93008494535006,-19.238256927458337
9.42384564469963,-18.316942480703705
8.921354037758263,-17.392713007366083
8.422158083515374,-16.465842801401614
7.92575925423805,-15.53662733986693
7.431915323428562,-14.605222138953902
6.9406729718182545,-13.671624962199546
6.452022926203039,-12.735861766282849
5.965613089170361,-11.798134662894523
5.480990594727042,-10.858697408998395
4.997859470892128,-9.917719792493017
4.516141345962777,-8.97525519302624
4.035768481584195,-8.031351053337172
3.556634379690878,-7.0860743686846535
3.0786136864342377,-6.1395015874137036
2.6015026710527316,-5.191747534076834
2.124901288447822,-4.243023300933426
1.6483937965722204,-3.2935474045950053
1.1719078066703998,-2.3433657686605156
0.6957022070483224,-1.3923577914976049
0.21995138441758755,-0.4404450065756233
-0.25576663447466913,0.5121528120709096
-0.7320970185777659,1.4651043380668927
-1.2094195702513164,2.4182111131903126
-1.6875369215069183,3.3715635376965825
-2.1661976461062102,4.3252791173465654
-2.645521891762622,5.279288804937709
-3.1259417591097045,6.2333669488990004
-3.607857152324964,7.187303676386264
-4.0914633715432585,8.14098963192888
-4.576894588888238,9.094345555070838
-5.06426156063722,10.047304152159072
-5.553639215215344,10.999816392219147
-6.045131708687099,11.951817634914
-6.539100345065697,12.903105911601497
-7.0360295087015805,13.853413540299483
-7.536234661208362,14.802559725318266
-8.039700602643316,15.750533720688136
-8.546421588721795,16.69731847560773
-9.056769401326811,17.642690964937596
-9.571294753390447,18.586330401392516
-10.090444765759992,19.527964402403878
-10.614515599664662,20.467391274374787
-11.143797147334894,21.404410326368904
-11.67859826576617,22.33880470204374
-12.219277155117672,23.270324691602887
-12.766592508678992,24.198461228348656
-13.321494846194438,25.122578991372436
-13.884522435412304,26.0422708477411
-14.455859132187019,26.95732399085655
-15.036205500247625,27.867175280704384
-15.62688956583493,28.77083630821943
-16.229141523961044,29.667321327496413
-16.84402756922932,30.55567331899741
-17.472718245872667,31.434793125447975
-18.11655615823226,32.303378450931746
-18.777514252232443,33.159481326094955
-19.457948189476124,34.00068950177813
-20.160174746888192,34.82429722178313
-20.887159458428865,35.6266289078173
-21.64289835683132,36.40247552642275
-22.431821663272952,37.14508409378398
-23.25902263671923,37.84535677179302
-24.13054654565028,38.490202949625925
-25.052987863843846,39.06046263930893
-26.031245242214073,39.52918715452822
-27.0653694283313,39.85721981829121
-28.14108403035268,39.998186687907086
-29.222426661187832,39.90917308575998
-30.257042620103093,39.581476540673414
-31.202425199289475,39.047104154145
-32.04344066323388,38.35913945392284
-32.785145839948775,37.56448900728718
-33.44097541137422,36.69713591498934
-34.0243886881202,35.77914198102793
-34.54774055410984,34.82525144752082
-35.02012305019089,33.844824342869785
-35.44869898318076,32.84414492922676
-35.840291957320225,31.828138468446166
-36.19966282089142,30.799997506897494
-36.530531412523096,29.762040015029502
-36.83604768248813,28.71606582953111
-37.11898806824229,27.66347074024363
-37.38156547907288,26.605343747526405
-37.62515804325185,25.542419537296333
-37.85135655890132,24.475386905860322
-38.0619930054199,23.40490999609785
-38.258273286477724,22.331453448030853
-38.44098133144759,21.255348598532418
-38.61079598747074,20.176879557362547
-38.76834693735442,19.096303926533068
-38.914278349828514,18.01385224984643
-39.049237075267754,16.929738332695763
-39.17381298532264,15.844143219463769
-39.288546793472996,14.757226297753165
-39.39372804838646,13.66911314192079
-39.489446235831046,12.579901906092381
-39.57606898238153,11.489702701983603
-39.65432942586815,10.398642018725802
-39.72465565876903,9.306822830050242
-39.78672030765183,8.214291606712925
-39.84023771364038,7.12109425899415
-39.88562178366822,6.027311400993891
-39.923454450198356,4.9330317637288115
-39.95385476726766,3.8383183653980932
-39.9766463183277,2.7432177869265977
-39.991761558458286,1.6477812129596423
-39.99929101819193,0.5520665940069972
-39.999310889340265,-0.5438688167562008
-39.99181311092866,-1.6399716845174475
-39.97676614602471,-2.7361889155652563
-39.954084861052166,-3.832463040571937
-39.92366132906844,-4.9287345743736966
-39.885479235053666,-6.024947712949813
-39.83962045084544,-7.121050593451394
-39.786027172983765,-8.21698224719587
-39.72431102131143,-9.31266046375206
-39.65410055011937,-10.408002591685076
-39.575331569970395,-11.502938359267898
-39.4879950681168,-12.59739733961399
-39.391702330736734,-13.691270373997943
-39.28585720118829,-14.78442645227251
-39.170067171129276,-15.876741614966408
-39.04412802858483,-16.96809808903811
-38.90770470269677,-18.058353804455827
-38.76027946736691,-19.1473340751316
-38.601299065244696,-20.23484681961364
-38.43016946731363,-21.32067440496817
-38.24602851696881,-22.404526973221007
-38.047571819852294,-23.485996802403545
-37.833721361980764,-24.56468506236322
-37.60376376312277,-25.640213891471355
-37.35630703282095,-26.7119937681655
-37.08926131213414,-27.779211014219875
-36.8008654129127,-28.841010469702894
-36.489286476605216,-29.89639208438723
-36.15156017392459,-30.943845890962436
-35.78402024513578,-31.98136108079672
-35.38235764710339,-33.006306274986464
-34.9416759815383,-34.01525060356367
-34.45546030316663,-35.003190337864396
-33.9151869446099,-35.96279418777463
-33.31057043433434,-36.88337185597757
-32.62853268232991,-37.74826607677004
-31.85488344420892,-38.532330707146116
-30.97653105756355,-39.196850065045744
-29.99146555196602,-39.689065693144585
-28.923854850345773,-39.958185837803775
-27.822858712352147,-39.97916552546366
-26.740445029477755,-39.77392077033819
-25.707108576329485,-39.390675373632725
-24.732455243062105,-38.87566622202382
-23.812952603972764,-38.2672667136297
-22.943524705117227,-37.58909223891668
-22.117808195151543,-36.85810541005841
-21.329073367112894,-36.087232254784595
-20.571914301582034,-35.285203331711685
-19.842550374341233,-34.457701685792244
-19.137241615493792,-33.60945159314459
-18.45284990101652,-32.74413262149969
-17.787298857851717,-31.864126054813674
-17.138506236666473,-30.971562079937307
-16.504451388837282,-30.068362229282016
-15.883680417126088,-29.15586711534799
-15.274948974073837,-28.23518862875692
-14.677146664687905,-27.30726144236665
-14.089266819652845,-26.37291255157881
-13.510484455712367,-25.43279497225992
-12.939956814764626,-24.48754413368719
-12.376741800349212,-23.53780935470231
-11.820059984713534,-22.584130980474136
-11.269692127446545,-21.62669799224249
-10.725453150231935,-20.665670984789156
-10.186743406928116,-19.70143270339068
-9.6528414031785,-18.734429552015932
-9.123260149359458,-17.76496164111548
-8.597674046243858,-16.79322848598965
-8.075839892280099,-15.819383596077364
-7.557639728761235,-14.843510876953365
-7.042892506501267,-13.865725297123513
-6.531073124761282,-12.886314481331528
-6.021575944655566,-11.9056060026694
-5.514193806767098,-10.923717933897723
-5.009092669489815,-9.940572180584757
-4.506309943750625,-8.956155788136765
-4.005401264248188,-7.970700882804837
-3.5058364208877384,-6.98448313686941
-3.0073678519328157,-5.997632368931292
-2.5099928842662464,-5.010152027301157
-2.013662034573611,-4.022068855209566
-1.5181239710293801,-3.0335106243841974
-1.023080894737624,-2.044628354710795
-0.5282348907451496,-1.055573112099319
